name,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption,number_Metal,number_1,number_2
hMOF-5073591,15.944499,15.944551,14.421503,90.00334,89.989779,83.488174,13.25,11.75,0.799323,5931.7,2481.3,18,38,2,18,0,0,0,2,0,0,0,0.404302,2,20,56
hMOF-5051310,19.18893,9.065218,8.140239,90.001686,90.016597,84.080333,7.25,5.25,0.67342,2071.7,2407.1,3,20,6,8,0,0,0,0,2,5,0,1.15919,2,10,23
hMOF-10828,19.077269,12.7594,12.759393,89.970879,92.277162,87.716118,10.75,9.75,0.783227,3640.6,2172.5,40,48,2,13,0,0,0,0,4,0,0,1.45949,4,17,88
hMOF-5026359,21.295418,21.295417,21.295411,89.978356,89.956262,90.046319,7.25,6.25,0.598219,2099.3,1974.9,21,144,36,39,0,51,0,0,12,0,0,1.65165,12,51,165
hMOF-27000,8.597213,14.750779,8.559649,79.164307,102.375353,84.60619,4.75,3.75,0.553604,532.2,978.2,7,24,2,8,0,0,0,0,2,7,0,3.1275,2,10,31
hMOF-5010142,13.032831,12.64533,13.032328,97.150231,90.887223,82.822813,9.75,8.75,0.653286,2249.1,2122.5,7,22,0,13,0,13,0,0,4,0,0,1.99912,4,17,29
hMOF-15914,19.805407,17.638516,19.805399,78.823008,90.019573,101.24358,13.75,10.25,0.866906,4935.3,1898.5,86,82,0,13,0,0,0,0,4,0,0,1.82203,4,17,168
hMOF-18782,16.109302,17.699083,15.186229,89.988702,90.005906,96.627603,6.25,4.75,0.66715,3835.8,2533.4,48,72,20,16,0,0,0,0,4,0,0,1.34392,4,20,120
hMOF-5015769,16.625548,12.594516,16.625539,90.021462,90.017055,90.017121,4.25,2.75,0.259154,270.5,406.6,24,104,0,52,0,0,0,0,16,0,0,0.999293,16,68,128
hMOF-1003075,6.8179,11.168129,16.015572,76.766063,104.485554,108.508637,3.25,2.25,0.141866,0,0,68,53,0,19,0,0,2,0,0,0,0,0.94579,2,21,121
hMOF-5013291,16.12053,18.101397,16.120297,87.130973,89.87186,87.115827,6.25,4.75,0.424635,676.4,1117.4,21,90,0,39,0,0,0,0,12,27,0,1.554,12,51,111
hMOF-5055016,10.654562,23.532357,9.730223,89.993164,89.996961,83.659197,8.25,7.25,0.757749,2233.2,1798.3,52,62,4,12,0,0,0,0,2,0,0,5.01848,2,14,114
hMOF-5072646,13.33907,15.944551,11.804365,101.830656,74.87513,99.564016,8.25,7.25,0.636973,2340.2,1930.5,46,54,2,20,0,0,0,2,0,0,0,2.33745,2,22,100
hMOF-21859,17.699083,11.026607,16.776229,89.99614,89.998886,95.934516,5.75,4.75,0.540427,853.1,1446,16,68,4,16,0,0,0,0,4,24,0,2.30512,4,20,84
hMOF-5019592,18.05059,18.05059,18.050582,90.023337,89.999233,90.007719,5.75,4.75,0.497648,1435.2,1370.2,81,126,27,39,0,0,0,0,12,0,0,1.84373,12,51,207
hMOF-5032643,18.101398,29.839125,29.839131,90.024586,89.96384,89.997005,13.75,9.75,0.856684,2929.8,2121.7,44,180,8,42,0,0,0,0,8,44,0,0.960287,8,50,224
hMOF-6005146,13.6358,27.923497,10.99241,84.514058,108.764651,81.035752,9.75,8.25,0.599825,1989.5,1690.7,50,72,2,52,0,0,4,0,0,0,0,0.725341,4,56,122
hMOF-5078039,15.99535,19.18893,14.47231,89.993787,89.990621,83.318578,4.75,3.75,0.395271,932,878.2,32,112,44,16,0,0,0,4,0,0,0,0.950022,4,20,144
hMOF-5026547,12.759401,25.63924,12.759393,89.95684,89.980324,90.033185,11.25,9.25,0.850097,4304.8,2116.8,13,44,2,17,7,0,0,0,4,0,0,1.14161,4,21,57
hMOF-33453,19.288859,12.811415,17.766277,84.562803,89.989768,83.590528,6.75,4.75,0.567642,990,1629.2,28,96,4,16,0,0,0,4,0,32,0,2.20054,4,20,124
hMOF-5014668,12.827893,12.594516,12.827885,89.971946,89.980728,90.016023,9.25,8.25,0.715649,2191.8,2283.1,7,22,0,13,0,0,0,0,4,7,0,1.55699,4,17,29
hMOF-5051535,19.188933,16.109301,15.186229,90.005167,89.998062,96.696475,5.25,3.75,0.411339,757,842.3,18,138,48,24,0,0,0,0,6,0,0,2.21611,6,30,156
hMOF-5018993,16.12053,18.050589,16.120297,92.875657,90.12814,87.123928,5.75,2.75,0.352472,630.1,986.8,6,90,0,39,0,0,0,0,12,24,0,0.970877,12,51,96
hMOF-5005694,13.897449,16.625545,13.897441,90.031157,90.020733,90.026837,16.75,15.75,0.870011,4580.1,1681,0,20,0,13,0,0,0,0,4,0,0,0.363697,4,17,20
hMOF-5042856,15.99535,9.065218,8.140239,90.002802,89.998714,95.74587,7.25,5.25,0.594396,2256.5,2000.6,12,18,10,8,0,0,0,0,2,0,0,0.878329,2,10,30
hMOF-5064159,16.109301,14.586319,16.109301,89.994786,96.538519,90.000787,6.75,3.75,0.710215,3366.4,2437.1,64,84,4,16,0,0,0,4,0,0,0,4.97863,4,20,148
hMOF-7002023,20.87579,23.096457,20.875641,90.012078,59.241818,61.751817,13.75,12.75,0.750456,2824.7,2004.7,30,86,8,32,0,24,0,0,0,0,6,1.17676,6,38,116
hMOF-35437,14.971491,13.33907,13.448316,89.996829,89.991393,99.622765,3.75,2.75,0.260896,38,86.5,22,80,4,16,0,0,0,4,0,26,0,1.58495,4,20,102
hMOF-5035592,14.853567,11.792241,13.930277,89.995317,89.995755,83.914173,10.25,9.25,0.760409,2945.9,1982.5,16,38,18,8,0,0,0,0,2,0,0,1.15823,2,10,54
hMOF-10298,17.077404,12.7594,12.759387,89.937904,89.957192,90.01491,9.75,8.25,0.766746,3075.7,2150.2,52,54,0,13,0,0,0,0,4,0,0,2.4859,4,17,106
hMOF-1004578,19.377372,21.606444,21.606444,60.000398,89.998894,72.112173,12.25,9.25,0.753659,2060.8,2043.8,29,94,0,32,0,0,0,0,0,27,6,0.786254,6,38,123
hMOF-1003229,23.196402,14.560438,23.196401,60.008046,90.011712,59.999402,10.25,8.25,0.688057,2469.3,1947.2,58,90,0,59,0,0,0,0,0,0,6,1.45824,6,65,148
hMOF-24791,10.723024,10.654541,9.798715,89.997081,89.996609,84.475899,7.25,6.25,0.706941,1687,1863.2,10,30,8,8,0,0,0,0,2,0,0,3.90927,2,10,40
hMOF-5008799,16.120484,16.120566,16.625539,92.920705,92.868615,89.83193,5.75,4.25,0.432973,1161,1363.2,16,96,0,52,0,0,0,0,16,0,0,1.03402,16,68,112
hMOF-5007836,14.908571,16.120484,14.908308,95.986071,90.175053,89.787312,12.75,11.25,0.837324,4358.3,2161.6,42,46,0,13,0,0,0,0,4,0,0,1.97271,4,17,88
hMOF-5064691,10.723024,14.04422,9.198806,89.995861,89.996352,88.828373,6.75,5.75,0.568609,2202.1,1884.1,22,34,2,8,0,0,0,2,0,0,0,1.6008,2,10,56
hMOF-5001114,19.077142,13.897447,19.076919,92.276881,90.074357,87.716925,8.25,5.75,0.700481,3339.1,2560.3,8,68,8,26,24,0,0,0,8,0,0,2.95414,8,34,76
hMOF-5024676,21.295418,12.759394,12.759387,90.032817,89.959604,89.969348,8.75,6.75,0.70316,2735.8,2027.1,84,78,4,13,0,0,0,0,4,0,0,4.06743,4,17,162
hMOF-5059821,11.792241,8.559649,7.088929,95.324505,83.733449,76.98604,4.25,3.25,0.370868,472.7,638.3,12,22,2,8,0,0,0,2,0,0,0,3.04468,2,10,34
hMOF-5037490,14.519709,14.519709,13.596369,90.006934,90.000291,96.319855,4.75,3.25,0.329234,748.3,919.3,0,80,8,32,0,0,0,0,8,0,0,0.900847,8,40,80
hMOF-26337,14.853569,14.853568,13.930277,90.002819,90.003399,96.364624,4.75,3.75,0.617567,1264.1,1574.2,22,100,4,16,26,0,0,0,4,0,0,6.05554,4,20,122
hMOF-5006171,21.395362,16.120484,21.395355,92.880721,89.95606,92.9424,7.25,5.25,0.522285,1029.2,1626.2,30,144,0,39,0,0,0,0,12,48,0,2.02709,12,51,174
hMOF-5071262,14.971486,15.944551,13.448316,89.992444,89.998199,83.556434,11.25,9.75,0.784691,4225.7,2170.4,13,47,11,8,0,0,0,2,0,0,0,0.599857,2,10,60
hMOF-5015513,12.594516,13.897449,13.897441,90.020733,89.973623,89.982668,12.25,11.75,0.807737,3989.5,2145.5,6,22,0,16,0,0,0,0,4,0,0,0.783994,4,20,28
hMOF-5063246,11.792254,14.519709,10.268362,89.993769,89.995475,83.939371,12.75,11.75,0.824981,4772.9,2154.5,0,16,2,8,0,0,0,2,0,0,0,0.209097,2,10,16
hMOF-14308,16.959455,16.959454,18.215399,90.022741,89.981437,89.980118,5.75,4.75,0.496452,600.2,1148.7,24,144,0,39,0,0,0,0,12,36,0,2.37281,12,51,168
hMOF-24817,10.967874,9.730217,11.026607,89.99694,83.619819,102.132411,6.25,5.25,0.427427,542.7,665.1,52,42,2,8,0,0,0,0,2,0,0,3.24807,2,10,94
hMOF-5025707,12.645331,21.295417,12.645323,89.967055,89.984262,90.028938,5.25,3.75,0.39101,964,1111.4,64,72,8,50,0,0,0,0,8,0,0,2.44746,8,58,136
hMOF-5024134,12.827893,21.295417,12.827893,90.014534,90.003786,90.029863,5.75,5.25,0.476899,1113.2,1179.6,64,72,8,42,0,0,0,0,8,0,0,2.88787,8,50,136
hMOF-5024376,21.295418,21.295417,21.295411,90.021644,90.043738,90.046319,7.75,6.25,0.633335,2633.9,2022,42,174,66,39,0,0,0,0,12,0,0,1.72933,12,51,216
hMOF-13917,16.959455,16.959453,17.077396,89.970936,89.975476,90.017008,5.25,3.75,0.486804,681.1,1017.5,39,150,0,39,0,33,0,0,12,0,0,3.88585,12,51,189
hMOF-5034815,11.792241,10.723024,9.798715,90.003391,89.996704,95.669357,8.75,7.75,0.699019,3155.2,2349.9,14,14,8,8,0,0,0,0,2,0,0,0.636509,2,10,28
hMOF-5076768,11.026607,19.18893,9.4829,99.297616,78.636152,95.865399,9.25,7.75,0.710361,3752.9,2476.5,9,24,6,8,7,0,0,2,0,0,0,0.69907,2,10,33
hMOF-5022843,21.295418,21.295417,17.077395,89.969115,89.965068,90.045515,18.75,17.75,0.876366,5131.2,1571.6,42,55,8,22,0,0,0,0,4,0,0,1.20027,4,26,97
hMOF-5072734,14.853569,15.944545,13.330367,89.993254,89.994419,83.565869,4.75,2.75,0.398672,451.5,541.4,22,114,26,16,0,0,0,4,0,0,0,3.64655,4,20,136
hMOF-5028288,12.759401,25.63924,12.759393,90.044235,90.018567,90.031802,10.25,8.75,0.819297,3896.8,2158.8,50,65,2,17,0,0,0,0,4,0,0,1.39281,4,21,115
hMOF-5008920,16.625547,16.120484,16.625539,92.868615,89.975178,92.925712,8.25,6.25,0.797103,5294.1,3005.7,4,48,0,26,0,0,0,0,8,0,0,0.654873,8,34,52
hMOF-5061384,14.519709,14.519731,12.99646,89.99913,89.999039,83.684499,4.75,3.25,0.305525,510.9,652.1,0,80,8,32,0,0,0,8,0,0,0,0.73237,8,40,80
hMOF-5019910,21.395364,19.121063,21.395355,87.57926,90.024552,92.48393,6.75,4.25,0.492351,1311.2,1387.9,88,224,0,52,48,0,0,0,16,0,0,3.6142,16,68,312
hMOF-7002679,27.44028,27.44028,15.698487,59.998346,90.005015,60.004534,12.75,12.25,0.763536,2899.7,1884.9,25,133,33,40,0,0,0,0,0,0,6,1.15283,6,46,158
hMOF-5009487,12.759401,12.64533,12.759393,90.030048,90.018567,90.016736,9.25,8.25,0.612829,2324.1,1938.6,36,30,12,13,0,0,0,0,4,0,0,1.32746,4,17,66
hMOF-15204,16.959447,12.759395,12.759394,89.983626,90.027043,89.983293,7.75,6.75,0.720934,2829.7,2219.9,38,57,0,20,0,0,0,0,4,0,0,3.5442,4,24,95
hMOF-1002332,6.8179,9.58286,12.908943,93.753946,100.860631,111.206767,6.75,5.75,0.569988,1212.2,1444.4,14,20,0,12,0,0,2,0,0,0,0,4.02227,2,14,34
hMOF-5026875,21.395362,25.639239,21.395355,90.019334,90.04394,90.054564,10.25,7.75,0.820728,5179.1,2471.6,72,136,4,68,0,0,0,0,8,0,0,0.734022,8,76,208
hMOF-7557,13.032721,10.686154,10.686551,89.69398,93.335252,79.028863,4.25,3.25,0.255576,196.5,305,12,28,0,26,4,0,0,0,8,0,0,2.44917,8,34,40
hMOF-5055430,14.519709,23.532407,13.596369,89.98936,90.000291,83.264412,8.25,6.75,0.781617,4577.1,2870.7,24,80,8,24,0,0,0,0,4,0,0,1.23619,4,28,104
hMOF-5013762,17.077404,12.594516,17.077396,90.023145,90.019501,90.016278,13.25,12.75,0.797954,3792.9,1908.8,33,38,11,13,0,0,0,0,4,0,0,1.33795,4,17,71
hMOF-5024461,21.295417,14.908783,14.908308,89.788727,93.260635,93.321081,14.75,13.75,0.85288,4444.1,1824.5,40,50,4,13,0,0,0,0,4,0,0,0.856507,4,17,90
hMOF-5012408,14.908571,18.101395,14.908694,93.26948,83.592472,86.727274,13.25,12.25,0.823699,4102.4,2154.8,15,38,0,13,0,9,0,0,4,0,0,1.14099,4,17,53
hMOF-5022541,19.121424,19.120786,19.120904,90.133503,85.252687,95.008527,17.75,16.75,0.881782,2757.6,1543,14,48,0,13,0,0,0,0,4,16,0,0.741382,4,17,62
hMOF-13876,12.759401,16.959454,16.959447,89.973264,89.986359,90.0216,11.75,9.75,0.779207,3867.1,2219,10,54,10,13,0,0,0,0,4,0,0,0.851424,4,17,64
hMOF-15738,11.169417,17.637651,11.169409,101.252056,90.019824,101.220276,8.25,6.75,0.773478,3881.5,2714.8,7,31,3,13,0,0,0,0,4,0,0,1.29153,4,17,38
hMOF-5026423,21.295417,21.295418,21.295411,90.047857,89.979403,89.95209,18.25,17.25,0.888643,5210.7,1524.1,90,81,12,13,0,0,0,0,4,0,0,1.20775,4,17,171
hMOF-5004956,14.908571,16.625546,14.908308,93.26407,90.175053,86.718495,6.75,4.25,0.544031,1616,1600.3,72,88,0,34,0,0,0,0,8,0,0,4.39295,8,42,160
hMOF-5015853,16.12053,12.594516,16.120297,87.122232,89.87186,87.111852,14.75,13.25,0.843765,4911.8,2083.5,16,29,0,13,0,0,0,0,4,0,0,0.97383,4,17,45
hMOF-5015538,13.897449,12.594516,13.897441,90.028053,90.023394,90.012642,11.75,10.25,0.758554,4000.7,2348.5,14,26,0,17,0,0,0,0,4,0,0,0.701826,4,21,40
hMOF-5015131,12.759395,12.594516,12.759387,89.970353,89.981185,90.017589,5.75,4.25,0.563051,1333.1,1348,58,60,0,13,0,0,0,0,4,0,0,4.7783,4,17,118
hMOF-5079066,17.699083,22.010155,23.532357,90.001303,83.055654,90.002416,10.25,7.25,0.810293,3411.4,2197.4,192,200,12,32,0,0,0,4,0,0,0,4.32447,4,36,392
hMOF-5056982,17.699083,27.732048,16.776229,89.988391,89.998886,82.962835,13.25,11.25,0.828918,4426.4,1767,72,126,4,12,0,0,0,0,2,0,0,1.11087,2,14,198
hMOF-5031203,19.077105,29.839131,19.076919,92.267459,90.076224,87.737628,15.25,13.25,0.878506,4903.9,1606.8,104,102,6,29,0,0,0,0,4,0,0,0.926712,4,33,206
hMOF-6001429,6.8179,11.102188,14.125465,94.635462,100.398878,108.603875,6.75,3.25,0.515481,1989.4,1797.1,10,22,0,10,0,0,2,0,0,0,0,1.86571,2,12,32
hMOF-23168,16.109301,12.837942,15.186229,89.996774,89.999362,89.145211,5.75,4.25,0.593458,2017.7,1976.6,14,64,4,16,0,14,0,0,4,0,0,2.88654,4,20,78
hMOF-5025518,21.295419,16.12053,16.120256,90.128265,87.112362,92.90175,16.25,15.25,0.877318,5508.7,1644.1,22,37,4,13,0,0,0,0,4,0,0,0.544183,4,17,59
hMOF-5066216,14.04422,14.04419,12.503572,93.839403,86.16475,93.190328,12.75,11.75,0.834182,5939,2241.8,6,20,4,8,0,0,0,2,0,0,0,0.233247,2,10,26
hMOF-5014555,10.68622,12.594516,10.686551,85.5967,90.308082,94.397503,7.75,6.25,0.577896,1847.5,2010.2,3,18,0,13,0,7,0,0,4,0,0,2.65616,4,17,21
hMOF-5023355,21.295417,18.215407,18.215399,89.983176,89.965438,90.030955,9.25,6.25,0.787668,5124.2,2867,80,104,8,26,0,0,0,0,8,0,0,1.35744,8,34,184
hMOF-34468,16.109301,10.65455,14.586319,89.997374,89.999213,83.973192,9.25,8.75,0.654667,2635.4,2000.4,38,68,2,8,0,0,0,2,0,0,0,2.47855,2,10,106
hMOF-5076298,16.109301,19.18893,14.586319,89.991095,89.999213,83.303131,6.25,3.75,0.420314,1098,1084.2,36,120,30,24,0,0,0,6,0,0,0,1.17882,6,30,156
hMOF-5023197,21.295417,11.169417,11.169409,90.021649,89.958601,89.971271,5.25,4.25,0.490689,1236.9,1357.5,32,56,8,26,0,0,0,0,8,0,0,3.41652,8,34,88
hMOF-5064873,14.04422,14.04422,12.503572,86.156832,86.16475,86.811122,5.25,2.75,0.273648,452.2,552.4,6,60,6,24,12,0,0,6,0,0,0,0.723135,6,30,66
hMOF-18633,9.065218,17.699083,16.776229,89.99479,90.003807,84.14945,5.25,2.75,0.492819,670.5,758.2,96,96,4,16,0,0,0,0,4,0,0,4.11507,4,20,192
hMOF-5074099,16.109301,17.000371,14.586319,89.995789,89.998857,79.530416,6.25,3.75,0.661992,3163.3,2403.5,58,72,26,16,0,0,0,4,0,0,0,3.01302,4,20,130
hMOF-5063964,9.065218,7.540329,9.065218,89.998243,85.015885,89.996962,2.75,1.75,0.00347173,0,0,0,16,4,16,0,0,0,4,0,0,0,0,4,20,16
hMOF-5065257,10.654541,14.04422,9.130307,89.995545,89.999822,88.836403,7.25,6.25,0.634584,1734.9,1775,12,36,2,8,6,0,0,2,0,0,0,3.41402,2,10,48
hMOF-5055503,14.519709,22.610064,14.519731,89.996905,96.315501,89.997894,11.75,10.25,0.89098,5666.3,1953.2,28,48,4,12,0,0,0,0,2,0,0,0.54055,2,14,76
hMOF-5077608,19.18893,14.519709,12.99646,90.00709,90.019467,83.412462,6.25,4.75,0.670955,3081.2,2263.4,48,72,12,16,0,0,0,4,0,0,0,2.15866,4,20,120
hMOF-5012293,13.033293,18.101396,13.032268,97.146132,90.920818,82.793385,11.25,10.25,0.784191,4486.6,2328.5,20,26,0,22,0,0,0,0,4,0,0,0.826027,4,26,46
hMOF-5023800,19.077105,21.295417,19.076919,92.26662,90.076224,87.726672,13.75,12.75,0.803123,4203.8,1778.3,68,110,8,13,0,0,0,0,4,0,0,0.820744,4,17,178
hMOF-5043866,11.792241,15.99535,10.868271,89.997096,89.999893,83.842895,10.25,8.75,0.766212,3544.1,2537.1,8,22,2,8,0,0,0,0,2,4,0,0.331757,2,10,30
hMOF-5025939,12.594517,21.295417,12.594509,90.035198,90.021327,90.029502,9.25,7.25,0.749312,3488.6,2326.8,74,63,4,13,0,0,0,0,4,0,0,3.37409,4,17,137
hMOF-7003132,31.640172,31.640171,17.052862,70.243933,89.99527,59.987882,16.75,15.25,0.84838,3866.7,1650.8,70,134,4,76,0,0,0,0,0,0,6,1.0071,6,82,204
hMOF-26060,17.699083,14.853567,16.776229,89.997147,89.998886,83.458972,14.75,13.75,0.845923,4331,1732.3,24,46,2,20,0,0,0,0,2,0,0,0.534379,2,22,70
hMOF-3001976,21.883469,21.882911,21.879399,60.00654,60.013207,59.992231,15.25,13.75,0.827464,4452.3,1931.4,70,61,8,32,0,0,0,8,0,0,0,0.466855,8,40,131
hMOF-5038204,14.519731,11.792241,10.868271,90.000107,89.99388,96.058865,13.25,11.75,0.838478,4912.9,2111.4,0,16,2,8,0,0,0,0,2,0,0,0.231768,2,10,16
hMOF-5068172,16.992694,15.99535,15.455313,92.667328,87.142206,87.080299,12.75,11.75,0.813796,4262.1,2009.7,80,64,6,8,0,0,0,2,0,0,0,1.73972,2,10,144
hMOF-26840,16.109301,15.538191,15.186229,89.999546,89.999362,65.366787,12.25,11.25,0.814411,4612.7,2040.3,27,40,11,8,0,0,0,0,2,0,0,0.556146,2,10,67
hMOF-5011054,12.645331,12.64533,12.645323,89.971021,89.978207,90.011625,9.75,8.25,0.521459,1347.1,1605.9,19,30,0,13,0,17,0,0,4,0,0,1.62791,4,17,49
hMOF-870,21.395362,12.7594,21.395355,89.986153,89.95606,90.030564,15.75,14.25,0.838481,4401.5,1833.2,82,76,0,13,0,0,0,0,4,0,0,1.75156,4,17,158
hMOF-5013441,18.101395,12.645331,12.645323,90.025499,89.969759,89.974642,5.75,4.25,0.345934,651.3,739.6,92,118,0,13,0,0,0,0,4,0,0,3.28542,4,17,210
hMOF-15812,18.215407,17.64028,18.215399,101.224603,90.019833,78.800709,15.75,14.75,0.893094,5763.7,1804.7,21,44,3,13,0,0,0,0,4,0,0,0.719503,4,17,65
hMOF-5023834,19.077105,21.295417,19.076919,92.26662,90.076224,87.726672,17.25,16.25,0.874028,4680.6,1515.9,9,59,23,13,0,0,0,0,4,0,0,0.473176,4,17,68
hMOF-31267,10.723023,10.723023,13.448316,89.994428,89.993723,84.467548,6.75,5.25,0.601186,1900.6,1750.8,46,37,2,13,0,0,0,2,0,0,0,4.0625,2,15,83
hMOF-5006671,16.120531,18.215407,18.215399,89.985401,87.133706,87.06181,8.75,5.75,0.768443,5117.3,2895.5,26,64,6,26,0,0,0,0,8,0,0,0.82959,8,34,90
hMOF-15495,17.639181,17.64028,17.640968,65.682561,87.836484,70.392638,7.75,5.75,0.558268,804.3,1327,32,120,0,26,0,0,0,0,8,28,0,2.91149,8,34,152
hMOF-5043405,15.99535,10.908878,15.07222,90.001986,90.000423,71.788583,8.75,7.75,0.610901,2972,2163.7,28,30,32,8,0,0,0,0,2,0,0,0.633503,2,10,58
hMOF-37028,13.33907,14.853567,11.804365,101.851263,74.87513,99.632112,9.25,8.25,0.729061,2589.8,1999.2,24,46,2,18,0,0,0,2,0,0,0,1.70321,2,20,70
hMOF-5054938,12.78489,23.532409,11.892095,93.867696,86.513306,77.978059,5.75,4.25,0.493147,659.3,1112.3,28,96,8,24,0,0,0,0,4,20,0,3.01717,4,28,124
hMOF-5009210,12.64533,12.759401,12.759393,89.979062,90.028974,89.980783,3.75,2.75,0.241921,108.2,158.8,28,52,0,26,12,0,0,0,8,0,0,4.31826,8,34,80
hMOF-36030,13.33907,10.654562,9.130313,90.000695,90.000326,79.940321,6.75,5.75,0.665592,1559.5,1717.9,20,36,2,15,0,0,0,2,0,0,0,4.47086,2,17,56
hMOF-32783,6.394989,14.971486,13.448316,90.001801,89.996551,94.94408,10.25,9.25,0.643242,1665.1,1589.5,9,26,2,8,7,0,0,2,0,0,0,1.41487,2,10,35
hMOF-1767,12.759401,18.215404,12.759393,89.965468,90.017854,89.97435,5.75,4.75,0.520721,1452,1512.3,40,64,8,26,0,0,0,0,8,0,0,3.84625,8,34,104
hMOF-28303,14.971482,16.109304,13.448316,89.996206,89.993798,83.537623,4.75,2.75,0.332729,274.1,387.9,30,108,6,24,30,0,0,6,0,0,0,2.20787,6,30,138
hMOF-5678,17.077404,12.827892,17.077396,89.974288,89.982756,90.015617,13.75,12.75,0.837307,3597.3,1983.8,10,34,0,13,0,10,0,0,4,0,0,1.52007,4,17,44
hMOF-5007935,12.759401,16.120484,12.759393,87.136314,90.018173,92.92556,9.75,8.25,0.784552,3119.7,2263,6,32,0,13,0,8,0,0,4,0,0,1.64691,4,17,38
hMOF-5022466,18.050591,19.120786,18.050582,92.465003,90.020922,92.460873,15.75,14.75,0.865922,5750.7,1935.5,38,52,0,21,0,0,0,0,4,0,0,0.790247,4,25,90
hMOF-5024749,15.298852,21.295419,15.29672,99.657722,88.404329,99.650947,5.25,4.25,0.408633,393.7,775.6,42,144,12,39,0,0,0,0,12,30,0,2.07313,12,51,186
hMOF-2000219,25.993477,25.99344,25.993511,89.997521,59.999654,60.000225,16.25,10.25,0.807387,3632.2,2005.7,41,175,31,48,0,0,0,0,12,0,0,1.69724,12,60,216
hMOF-2000500,42.795305,42.779661,42.784841,119.9983,90.002005,59.988063,0,0.898,0.898254,0,0,534,471,0,117,0,0,0,0,12,0,0,1.63964,12,129,1005
hMOF-5053269,15.99535,19.18893,15.07222,89.993728,89.991149,83.318578,3.25,2.25,0.0448408,0,0,52,160,24,32,76,0,0,0,8,0,0,0.00323648,8,40,212
hMOF-24852,12.837943,10.654541,11.892095,93.927124,85.689438,89.656434,8.75,7.75,0.821129,1260.2,1976.3,10,36,2,8,0,0,0,0,2,10,0,3.95951,2,10,46
hMOF-5000976,19.805405,19.805407,19.805399,89.980803,90.029301,89.97744,7.75,5.75,0.607678,2424.7,1971.7,39,144,0,39,33,0,0,0,12,0,0,3.82407,12,51,183
hMOF-5008964,16.12049,16.120531,16.120297,84.389419,90.129683,89.829344,4.75,3.25,0.350719,662.2,843.8,16,96,0,52,8,0,0,0,16,0,0,1.97772,16,68,112
hMOF-5034430,11.792241,11.792241,16.776229,89.993219,89.997077,84.193416,9.25,8.25,0.80529,4921.7,2370.3,14,24,8,8,0,0,0,0,2,0,0,0.444384,2,10,38
hMOF-28673,16.109301,16.109301,14.586319,90.005214,90.000787,83.461481,6.75,4.75,0.688383,4067.5,2893.3,10,64,4,16,14,0,0,4,0,0,0,2.01412,4,20,74
hMOF-5057152,27.732048,27.732048,7.681481,84.300807,95.681056,82.642655,15.75,14.75,0.856946,4457.7,2349,62,90,6,30,0,0,0,0,2,0,0,4.55358,2,32,152
hMOF-6004383,6.8179,17.253917,19.453114,99.551551,101.709288,102.659311,12.25,11.25,0.73714,3169.6,2093.5,9,30,6,10,7,0,2,0,0,0,0,1.93453,2,12,39
hMOF-5078874,9.065215,22.010155,9.065215,89.994713,85.014697,90.008042,7.25,6.25,0.701854,3074.1,2502.9,12,32,12,12,0,0,0,2,0,0,0,1.99684,2,14,44
hMOF-27554,14.971486,17.766277,14.971506,90.004778,83.618258,90.004402,14.25,13.75,0.839684,4204.3,1830.6,17,44,2,8,11,0,0,2,0,0,0,0.705652,2,10,61
hMOF-1002589,6.8179,19.551823,11.102193,94.524979,108.604059,101.663376,6.75,3.75,0.543933,1525.3,1769.8,7,36,0,10,13,0,2,0,0,0,0,3.7365,2,12,43
hMOF-5066901,10.540539,10.540539,9.016244,89.994699,90.000067,95.474508,5.75,4.75,0.306366,257.9,537.6,18,26,2,8,0,18,0,2,0,0,0,1.59075,2,10,44
hMOF-5009536,11.169417,12.64533,11.169409,90.034413,90.019824,90.013525,8.25,7.25,0.674088,2366.4,2524.1,8,18,0,13,0,0,0,0,4,4,0,0.88381,4,17,26
hMOF-5050319,14.519709,17.038272,13.596369,89.993837,90.000291,87.395851,10.75,9.75,0.781859,4268.3,2138.1,30,58,2,8,0,0,0,0,2,0,0,0.569004,2,10,88
hMOF-1003969,16.704494,21.606444,21.606444,120.00138,89.998038,56.63419,8.75,7.25,0.686483,2520,2110,25,86,0,32,27,0,0,0,0,0,6,2.14645,6,38,111
hMOF-5009521,12.645331,12.64533,11.169409,89.965645,89.975751,90.01286,9.25,7.75,0.624636,2422.6,2304.3,17,24,0,13,0,7,0,0,4,0,0,2.77393,4,17,41
hMOF-5036562,17.699077,14.519709,16.776229,89.992406,89.993415,83.480361,5.25,4.25,0.438376,712,1066.1,27,108,6,24,0,0,0,0,6,21,0,2.16694,6,30,135
hMOF-5043919,15.99535,11.792254,10.868271,90.004308,89.999184,83.845486,5.25,2.75,0.382249,718.4,864,10,58,18,16,0,0,0,0,4,0,0,1.75788,4,20,68
hMOF-6003910,6.8179,9.514072,17.110486,93.368679,99.060439,118.843421,6.25,5.25,0.644022,2205.6,1985.8,12,20,0,10,0,0,2,0,0,0,0,2.58468,2,12,32
